Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5hjKYe3NOmWx2NVzVAeIGF,"Fuck the System","Steal This Album!","System Of A Down",2002-11-26,132733,61,true,bob_varney,2025-08-25T12:47:38Z,"nu metal,metal,metal alternativo,rap metal,rock","American/Columbia",0.473,0.994,8,-1.884,1,0.104,0.00215,0.123,0.314,0.841,171.435,4
spotify:track:6d67Xv8ms2noA8wWFLiPDN,"Twilight","Twilight","bôa",2001-03-21,228800,71,false,3172n4ykfida5xhdvoynxxppdkoa,2025-09-03T14:49:05Z,"","Nettwerk Music Group",0.386,0.826,11,-7.847,0,0.114,0.158,0.000489,0.101,0.376,187.094,4
spotify:track:4R2kfaDFhslZEMJqAFNpdd,"cardigan","folklore","Taylor Swift",2020-07-24,239560,86,false,15ap198hsn5e4balkq3gqjv3t,2025-09-01T07:02:05Z,"","Taylor Swift",0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,4
spotify:track:7xsDSbTaQnONSMV4ahM6aC,"Impressioni di settembre","Fleurs 3","Franco Battiato",2002-08-30,220560,25,false,bob_varney,2025-09-05T18:07:49Z,"cantautorato italiano,cantautorato","Columbia",0.333,0.601,0,-5.573,1,0.0465,0.225,0.00000986,0.2,0.3,162.402,4
spotify:track:1rk9eGO7AkPX1oafUuOnGs,"Blue Ridge Mountains","Fleet Foxes","Fleet Foxes",2008-06-09,265773,50,false,mralecolo,2025-09-02T08:47:28Z,"indie folk,folk,indie","Nonesuch",0.524,0.446,8,-7.823,0,0.0275,0.688,0.000745,0.101,0.272,97.856,4
spotify:track:3ZffCQKLFLUvYM59XKLbVm,"Wake Me up When September Ends","American Idiot","Green Day",2004-09-21,285653,81,false,316ds5hibyn3gvdiaeoukbfd7one,2025-09-06T06:00:21Z,"punk,pop punk","Reprise",0.546,0.814,7,-5.146,1,0.0314,0.023,0,0.0972,0.146,104.98,4
spotify:track:6IPwKM3fUUzlElbvKw2sKl,"we fell in love in october","we fell in love in october / October Passed Me By","girl in red",2018-11-21,184153,84,false,15ap198hsn5e4balkq3gqjv3t,2025-09-01T07:02:12Z,"bedroom pop","world in red",0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.96,4
spotify:track:5RNfGG48vPGMPQnV6F7x30,"September Sun","Dead Again","Type O Negative",2007-03-13,587671,45,false,bob_varney,2025-09-05T18:15:16Z,"gothic metal,rock gotico,doom metal","Nuclear Blast",0.261,0.734,6,-6.4,1,0.0491,0.0571,0.00668,0.205,0.203,125.361,4
spotify:track:3XHrTm6WE2BOHafLwTT3GR,"Eyes on Fire","Life Of A Ghost","Blue Foundation",2007-09-24,302826,68,false,316ds5hibyn3gvdiaeoukbfd7one,2025-09-06T06:02:43Z,"","Parlophone Denmark",0.544,0.383,3,-10.143,0,0.0334,0.67,0.00204,0.125,0.367,145.025,4
spotify:track:5rfT032kGmLvbxZzfHlu5D,"In the Aeroplane Over the Sea","In the Aeroplane Over the Sea","Neutral Milk Hotel",1998-02-20,202346,65,false,mralecolo,2025-09-02T08:48:21Z,"anti-folk,folk punk","Merge Records",0.271,0.714,7,-5.124,1,0.0329,0.392,0,0.115,0.239,94.158,3
spotify:track:1fYFSYF2YEysxnuOgW1wji,"I Can't Say No! - Broiler Remix","I Can't Say No!","Lea Rue;Broiler",2015,204375,11,false,3172n4ykfida5xhdvoynxxppdkoa,2025-09-03T14:49:25Z,"pop norvegese,russelåter","JE | Just Entertainment",0.728,0.589,11,-9.17,0,0.0534,0.136,0.000917,0.109,0.227,127.998,4
spotify:track:0tVxMtLxFlc6y4xSX41vKX,"Summertime Sadness","The Q-Music Sessions","Within Temptation",2013-04-19,246720,44,false,bob_varney,2025-09-06T20:18:14Z,"metal sinfonico,gothic metal,rock gotico,power metal,metal","Force Music Recordings",0.587,0.933,5,-4.727,0,0.0425,0.00271,0.00000623,0.228,0.501,118.059,4
spotify:track:5HzrX4aKVfb1NQCsaqf6R0,"Cocaine Sunday","Sensitive G","Eyedress",2018-11-16,168739,64,false,3172n4ykfida5xhdvoynxxppdkoa,2025-09-03T14:49:44Z,"","Lex Records",0.544,0.765,4,-6.491,1,0.0259,0.00818,0.821,0.15,0.429,153.916,4
spotify:track:1ZgMsA55GIY7ICkQh5MILA,"Space Song","Depression Cherry","Beach House",2015-08-28,320466,74,false,mralecolo,2025-09-02T08:50:13Z,"dream pop","Bella Union",0.508,0.786,0,-7.295,0,0.0293,0.226,0.14,0.143,0.611,147.077,4
spotify:track:1z9rTmGfW46p4eXimajRwV,"Cinnamon Girl","October Rust","Type O Negative",1996-08-19,248333,35,false,316ds5hibyn3gvdiaeoukbfd7one,2025-09-06T06:04:40Z,"gothic metal,rock gotico,doom metal","Roadrunner Records",0.484,0.913,1,-5.942,1,0.045,0.13,0.78,0.0992,0.465,99.052,4
spotify:track:0EF1EE8zusg3Y869e56JFd,"Nothing's New","Good God!","Rio Romeo",2022-09-23,211000,79,false,15ap198hsn5e4balkq3gqjv3t,2025-09-01T07:02:29Z,"","FRTYFVE",0.421,0.394,11,-8.312,1,0.0277,0.863,0.00000474,0.0984,0.399,96.192,3
spotify:track:4RqukTe8L59wgiO6fzHvzf,"The Humbling River","C Is For (Please Insert Sophomoric Genitalia Reference Here)","Puscifer",2009-11-10,305520,47,false,bob_varney,2025-09-06T16:50:55Z,"industrial rock","BMG Rights Management (US) LLC",0.554,0.327,4,-12.79,0,0.03,0.796,0.00763,0.125,0.0341,144.171,4
spotify:track:0AJTKW9fVFo3rIXbtTVE3T,"Mayonaise - 2011 Remaster","Siamese Dream (2011 - Remaster)","The Smashing Pumpkins",1993-07-27,348773,48,false,mralecolo,2025-09-02T08:50:26Z,"rock alternativo,rock","Virgin Records",0.482,0.529,10,-10.426,1,0.0271,0.000107,0.546,0.0839,0.0879,145.969,4
spotify:track:15oFmTbu6JDyWGMRhGyOst,"Weapon","Eject","CAZZETTE",2014-01-21,189731,24,false,3172n4ykfida5xhdvoynxxppdkoa,2025-09-03T14:50:17Z,"edm","ICONS",0.698,0.854,3,-3.428,1,0.058,0.15,0.0000101,0.0705,0.809,127.96,4
spotify:track:4U21h8AueaOxQ30agnDk6R,"Enjoy the Silence","Violator","Depeche Mode",1990-03-19,372826,44,false,316ds5hibyn3gvdiaeoukbfd7one,2025-09-06T06:10:32Z,"new wave,synthpop,darkwave","Venusnote Ltd.",0.607,0.591,0,-11.957,0,0.0312,0.361,0.0197,0.116,0.231,112.934,4
spotify:track:3qhlB30KknSejmIvZZLjOD,"End of Beginning","DECIDE","Djo",2022-09-16,159245,89,false,15ap198hsn5e4balkq3gqjv3t,2025-09-01T07:02:51Z,"","Djo",0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,4
spotify:track:1JyP5hSjws03QtKMAYg8O3,"Mushroom Men","Of Fungi And Foe","Les Claypool",2009-03-17,192693,24,false,bob_varney,2025-09-05T20:35:25Z,"funk rock,jam band","Prawn Song",0.756,0.982,1,-7.37,1,0.0913,0.185,0.572,0.147,0.256,119.951,4
spotify:track:6VzXOkU7pVXaVMR6e4hRAg,"Love Like Blood","Laugh? I Nearly Bought One!","Killing Joke",1992-01-01,265466,51,false,316ds5hibyn3gvdiaeoukbfd7one,2025-09-06T06:09:09Z,"post-punk,rock gotico,industrial rock,new wave,industrial metal,darkwave,deathrock,industrial,cold wave","[PIAS] Recordings Catalogue",0.417,0.645,7,-10.722,0,0.0428,0.0319,0.012,0.488,0.433,124.685,4
spotify:track:2mdEsXPu8ZmkHRRtAdC09e,"Cinnamon Girl","Norman Fucking Rockwell!","Lana Del Rey",2019-08-30,300683,86,false,15ap198hsn5e4balkq3gqjv3t,2025-09-01T07:02:58Z,"","Polydor Records",0.294,0.337,6,-10.614,0,0.036,0.814,0.414,0.14,0.135,91.781,5
spotify:track:0k4XDoI1iCB3fV2RstqiYA,"THINGS BEHIND THINGS BEHIND THINGS","SABLE, fABLE","Bon Iver",2025-04-11,200589,59,false,mralecolo,2025-09-02T08:58:40Z,"","Jagjaguwar",0.413,0.467,9,-9.282,1,0.0292,0.732,0.0111,0.0711,0.377,157.338,4
spotify:track:2grjqo0Frpf2okIBiifQKs,"September","The Best Of Earth, Wind & Fire Vol. 1","Earth, Wind & Fire",1978-11-23,215093,74,false,3172n4ykfida5xhdvoynxxppdkoa,2025-09-03T14:51:15Z,"funk,disco","Columbia/Legacy",0.697,0.832,9,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,4
spotify:track:4oc0XA7UehlFOuFz4HHjvn,"Everybody (Backstreet's Back) - Radio Edit","90s 100 Hits","Backstreet Boys",2014-11-28,225360,40,false,velvetvals,2025-09-07T15:21:37Z,"","Legacy Recordings",0.725,0.73,10,-8.291,0,0.035,0.0475,0,0.188,0.647,108.03,4
spotify:track:5W3cjX2J3tjhG8zb6u0qHn,"Harder, Better, Faster, Stronger","Discovery","Daft Punk",2001-03-12,226413,72,false,15ap198hsn5e4balkq3gqjv3t,2025-09-07T11:48:00Z,"french touch,elettronica,electro","Daft Life Ltd./ADA France",0.817,0.716,6,-8.898,0,0.144,0.0427,0.00263,0.358,0.692,123.474,4
spotify:track:5oRcArT4YUU0hAo5EzNW3u,"9 PM (Till I Come) - Radio Edit","9 PM (Till I Come)","ATB",1998-10-26,199520,46,false,3172n4ykfida5xhdvoynxxppdkoa,2025-09-07T14:53:23Z,"trance","Kontor Records",0.672,0.941,9,-6.428,0,0.0499,0.0216,0.934,0.0749,0.763,130.254,4
spotify:track:3zYufmyv6HOuiHn1eMR6Ja,"Desert Rose","Brand New Day","Sting;Cheb Mami",1999-09-24,285960,65,false,bob_varney,2025-09-07T09:34:02Z,"soft rock,raï,gnawa,pop marocchino,chaabi marocchino,chaabi algerino","A&M",0.587,0.659,0,-7.92,0,0.0304,0.011,0,0.106,0.147,111.99,4
spotify:track:7gYlDaUF6BKNpgACrKxUdK,"Enter Sandman - Radio Edit","Metallica (Remastered Deluxe Box Set)","Metallica",2021-09-10,242080,31,false,316ds5hibyn3gvdiaeoukbfd7one,2025-09-07T10:13:21Z,"metal,thrash metal,rock,heavy metal,hard rock","Blackened Recordings / Universal Music",0.586,0.811,6,-8.65,0,0.0326,0.00189,0.00401,0.0693,0.64,123.847,4
spotify:track:2F6FfZ4w8z3eJpSxPotVO5,"Falling Away from Me","Issues","Korn",1999-11-09,270920,75,true,mralecolo,2025-09-08T17:57:12Z,"nu metal,metal,rap metal,metal alternativo","Epic/Immortal",0.468,0.769,4,-7.036,1,0.041,0.00014,0.00124,0.271,0.17,104.102,4
spotify:track:3lYLrCyDzd7WN7mN4T9AkX,"Stereo Love","The Stereo Love Show","Edward Maya;Vika Jigulina",2012-12-18,247614,63,false,3172n4ykfida5xhdvoynxxppdkoa,2025-09-07T14:53:45Z,"","2012 Cat Music",0.778,0.777,9,-5.359,1,0.0362,0.0338,0.0218,0.0772,0.362,127.051,4
spotify:track:7suGB3VzLZa3WoiPMcFdcz,"Tutto L'Universo Obbedisce All'Amore","Fleurs 2","Franco Battiato;Carmen Consoli",2008-01-01,207653,40,false,bob_varney,2025-09-07T10:10:52Z,"cantautorato italiano,cantautorato","Universal Music Italia srL.",0.721,0.553,9,-7.479,0,0.0245,0.446,0.0000091,0.107,0.514,101.999,4
spotify:track:0SiywuOBRcynK0uKGWdCnn,"Bad Romance","The Fame Monster (Deluxe Edition)","Lady Gaga",2009-11-05,294573,84,true,15ap198hsn5e4balkq3gqjv3t,2025-09-07T11:48:48Z,"art pop,pop","Interscope",0.695,0.921,0,-3.752,1,0.0363,0.00314,0.0000526,0.0842,0.714,119.007,4
spotify:track:0YTHsOhwVg5cKdKvlADd8v,"Infinity","Datura Collection","Datura;U.S.U.R.A.",2009-07-01,325400,30,false,316ds5hibyn3gvdiaeoukbfd7one,2025-09-07T10:15:26Z,"italo dance,eurodance,hip house","The Saifam Group Digital",0.555,0.85,8,-10.925,0,0.0381,0.0272,0.243,0.145,0.554,149.991,4
spotify:track:3HGwI9qwq5XqBDeZBV3zti,"World Hold On (Children of the Sky) - Radio Edit","World Hold On (Children of the Sky) [Radio Edit]","Bob Sinclar;Steve Edwards",2006-06-06,199194,76,false,mralecolo,2025-09-09T12:30:01Z,"french touch,disco house","Yellow Productions",0.738,0.933,8,-1.898,0,0.0946,0.0764,0.000108,0.247,0.633,126.994,4
spotify:track:1jlG3KJ3gdYmhfuySFfpO1,"I'm with You","Let Go","Avril Lavigne",2002-06-04,223066,77,false,velvetvals,2025-09-07T15:27:51Z,"","Arista",0.457,0.406,9,-7.462,1,0.0291,0.08,0,0.117,0.208,151.95,3
spotify:track:0nS5Sgk5fMGT8dUC1L7OvG,"Postcards","Moon Landing","James Blunt",2013-10-16,286973,56,false,15ap198hsn5e4balkq3gqjv3t,2025-09-07T11:49:30Z,"","Custard/Atlantic",0.723,0.617,11,-8.312,1,0.0301,0.566,0,0.252,0.677,100.016,4
spotify:track:1gAu1GvVR0iMkCJCCzLr6o,"Into the Sun","Dogs (Special Edition)","The Parlor Mob",2011-10-10,183826,32,false,bob_varney,2025-09-07T10:25:07Z,"blues rock,blues moderno","Roadrunner Records",0.508,0.934,10,-3.004,1,0.0595,0.000327,0.00322,0.222,0.628,75.571,4
spotify:track:6ECp64rv50XVz93WvxXMGF,"This Love","Songs About Jane: 10th Anniversary Edition","Maroon 5",2002,206200,84,false,316ds5hibyn3gvdiaeoukbfd7one,2025-09-07T10:17:18Z,"pop","Interscope Records*",0.712,0.862,5,-4.612,0,0.0378,0.0525,0,0.093,0.809,95.051,4
spotify:track:72jGj8k9C7DIQesDYenUT3,"Burnin' Up","A Little Bit Longer","Jonas Brothers",2008-08-12,175093,0,false,velvetvals,2025-09-07T15:31:01Z,"","Jonas Enterprises",0.667,0.954,2,-3.462,1,0.0817,0.0296,0,0.331,0.807,114,4
spotify:track:6Le4D98HYcYw23Ik2y0G5V,"Bring the Noise","Made In Chicago","Public Enemy;Benny Benassi",2008,223386,35,false,mralecolo,2025-09-09T12:31:06Z,"old school hip hop,hip hop dell'east coast,hip hop,hardcore hip hop,electro house","Ultra Records, LLC",0.812,0.715,11,-4.637,1,0.362,0.114,0.0000076,0.114,0.526,129.999,4
spotify:track:51ODNNDZm21HU7wI7cccRr,"Latch","Settle (Special Edition)","Disclosure;Sam Smith",2013-06-03,255631,82,false,3172n4ykfida5xhdvoynxxppdkoa,2025-09-07T14:55:19Z,"musica house,soft pop","Universal-Island Records Ltd.",0.503,0.726,1,-5.456,1,0.167,0.0159,0.0000798,0.0895,0.529,121.981,4
spotify:track:3IwGCc9pW94ZoHA1aO0WiD,"My Land","Ecliptica (International Version)","Sonata Arctica",1999-01-01,277266,40,false,316ds5hibyn3gvdiaeoukbfd7one,2025-09-07T10:19:23Z,"power metal,metal sinfonico,speed metal,progressive metal,metal,folk metal","Spinefarm FI",0.161,0.943,3,-3.549,0,0.0645,0.00023,0.00000195,0.0464,0.467,184.756,4
spotify:track:7GRTrWsP3yo2Fx8umJfA1X,"Freeee (Ghost Town Pt. 2)","KIDS SEE GHOSTS","KIDS SEE GHOSTS;Ty Dolla $ign",2018-06-08,206605,55,true,mralecolo,2025-09-09T12:33:25Z,"trap soul","Getting Out Our Dreams, Inc./Def Jam Recordings",0.334,0.81,9,-4.855,0,0.0632,0.00457,0,0.158,0.306,151.643,4
spotify:track:2HklyUw3TR56nVyVJAIhw5,"Love Me","I like it when you sleep, for you are so beautiful yet so unaware of it","The 1975",2016-02-26,222039,49,false,velvetvals,2025-09-07T15:35:45Z,"","Polydor Records",0.631,0.8,0,-3.308,0,0.0361,0.00689,0.0000451,0.609,0.911,97.02,4
spotify:track:0pjCkLjbgSLn5c0Ilwuv8z,"The Longest Wave","The Getaway","Red Hot Chili Peppers",2016-06-17,211520,58,false,bob_varney,2025-09-07T10:38:53Z,"funk rock,rock alternativo,rock","Warner Records",0.476,0.511,8,-6.25,1,0.0324,0.319,0.000129,0.119,0.339,148.158,4
spotify:track:3Rw6shHCDFRWv3g2WmEFKv,"Fire Meet Gasoline","1000 Forms Of Fear","Sia",2014-07-04,241493,59,false,3172n4ykfida5xhdvoynxxppdkoa,2025-09-07T14:55:48Z,"","Monkey Puzzle Records/RCA Records",0.418,0.764,5,-3.307,0,0.0559,0.00598,0,0.149,0.33,175.669,3
spotify:track:5XMkENs3GfeRza8MfVAhjK,"Finesse","24K Magic","Bruno Mars",2016-11-17,191000,73,false,15ap198hsn5e4balkq3gqjv3t,2025-09-07T11:51:23Z,"","Atlantic Records",0.741,0.798,5,-5.342,0,0.0718,0.00781,0,0.0232,0.939,104.953,4
spotify:track:78Ywl1ORADMqkGNJKrpnbL,"Wireless","Bleed Out","Within Temptation",2023-10-20,281380,36,false,bob_varney,2025-09-07T10:43:50Z,"metal sinfonico,gothic metal,rock gotico,power metal,metal","Force Music Recordings",0.481,0.888,8,-4.157,0,0.071,0.00875,0.00823,0.254,0.243,90.997,4
spotify:track:3f2o6TEwCjagPiapt77Hia,"GIOVANNA HARDCORE","GIOVANNA HARDCORE","M¥SS KETA",2020-08-27,186190,19,true,velvetvals,2025-09-08T05:27:40Z,"","Universal Music Italia srL.",0.843,0.716,9,-7.348,0,0.0901,0.0105,0.0238,0.182,0.838,126.02,4
spotify:track:5fBRCfXoHaoaBBjrGarTqx,"Spirit Season","4D","Blank Banshee",2023-08-20,127619,15,false,3172n4ykfida5xhdvoynxxppdkoa,2025-09-07T14:56:09Z,"vaporwave,chillwave","Hologram Bay",0.464,0.888,7,-5.632,0,0.0349,0.00559,0.66,0.15,0.0385,125.97,4
spotify:track:0VjIjW4GlUZAMYd2vXMi3b,"Blinding Lights","After Hours","The Weeknd",2020-03-20,200040,89,false,15ap198hsn5e4balkq3gqjv3t,2025-09-07T11:52:04Z,"","Republic Records",0.513,0.73,1,-5.94,1,0.0598,0.00143,0.0000954,0.0897,0.334,171.001,4
spotify:track:4LqBBcTcyLYdZgjFVDxvE0,"Swarm Mode","The Affliction","Dead by April",2024-01-26,230283,30,false,316ds5hibyn3gvdiaeoukbfd7one,2025-09-07T10:23:07Z,"metalcore","Dead by April",0.257,0.951,11,-3.937,0,0.217,0.00202,0.00416,0.469,0.154,160.062,4
spotify:track:3C9aSREn5Di1godYOJDKvi,"Oh Such A Spring","A Hero's Death","Fontaines D.C.",2020-07-31,152853,49,false,mralecolo,2025-09-09T12:34:17Z,"post-punk","Partisan Records",0.565,0.241,6,-12.12,1,0.0341,0.733,0.0000038,0.0901,0.154,141.403,3
spotify:track:1k2pQc5i348DCHwbn5KTdc,"Pink Pony Club","The Rise and Fall of a Midwest Princess","Chappell Roan",2023-09-22,258034,85,false,15ap198hsn5e4balkq3gqjv3t,2025-09-14T09:53:52Z,"","Chappell Roan PS/ Island",0.61,0.65,6,-6.199,1,0.0474,0.399,0,0.11,0.507,106.719,4
spotify:track:4KW1lqgSr8TKrvBII0Brf8,"Father Stretch My Hands Pt. 1","The Life Of Pablo","Kanye West",2016-06-10,135920,78,true,3172n4ykfida5xhdvoynxxppdkoa,2025-09-14T10:36:44Z,"rap","Rock The World/IDJ/Kanye LP7",0.724,0.573,7,-4.113,1,0.0549,0.118,0,0.538,0.438,113.088,4
spotify:track:4xG6zay5XkvdH9DpYpNMMv,"Fade to Black","Takatalvi","Sonata Arctica",2009-01-01,343160,35,false,316ds5hibyn3gvdiaeoukbfd7one,2025-09-17T05:31:29Z,"power metal,metal sinfonico,speed metal,progressive metal,metal,folk metal","Spinefarm FI",0.519,0.635,3,-8.229,0,0.0302,0.0237,0.219,0.0956,0.0998,129.956,4
spotify:track:2qmdbsf4SizRiXKJUfhQke,"Fear Of A Blank Planet - 2024 Remaster","Fear Of A Blank Planet (2024 Remaster)","Porcupine Tree",2007-04-16,448533,22,false,mralecolo,2025-09-14T09:59:32Z,"rock progressivo,progressive metal,art rock,space rock","Snapper Music Ltd",0.366,0.485,0,-16.175,0,0.0293,0.00097,0.425,0.356,0.271,161.97,3
spotify:track:0aauEuObcI2mG3hSv0mh6k,"Green Man","October Rust (Special Edition)","Type O Negative",1996-08-19,347960,44,false,bob_varney,2025-09-15T16:57:40Z,"gothic metal,rock gotico,doom metal","Roadrunner Records",0.468,0.831,1,-7.276,1,0.0338,0.128,0.249,0.462,0.381,114.639,4
spotify:track:6IIqWBHaHYbC8E16FrxLuX,"Sh-Boom","Complete Discography","The Chords",1954-12-02,147320,60,false,3172n4ykfida5xhdvoynxxppdkoa,2025-09-14T10:56:19Z,"doo-wop","Universal Digital Enterprises",0.672,0.471,5,-8.893,1,0.0485,0.782,0,0.125,0.884,136.562,4
spotify:track:4ZJ4vzLQekI0WntDbanNC7,"Pink Skies","Pink Skies","Zach Bryan",2024-05-24,194920,83,false,15ap198hsn5e4balkq3gqjv3t,2025-09-14T09:54:37Z,"country,red dirt","Warner Records",0.525,0.488,0,-6.909,1,0.038,0.191,0.0000514,0.135,0.253,84.999,4
spotify:track:1WZLjHYCwiK9IAAIZY4gHP,"The Grass Is Green","Folklore","Nelly Furtado",2003-11-23,230720,31,false,bob_varney,2025-09-15T16:59:06Z,"","Geffen",0.606,0.83,0,-4.167,0,0.0412,0.0104,0.000333,0.166,0.531,83.935,4
spotify:track:6ztdBhTNo6GFk0WlYU1jzM,"Watching T.V.","Imaginal Disk","Magdalena Bay",2024-08-23,245413,55,false,mralecolo,2025-09-14T10:08:12Z,"","Mom+Pop",0.582,0.651,6,-8.722,1,0.0443,0.0934,0.107,0.122,0.471,139.962,4
spotify:track:710B9xFjNOisQtKtppZE9p,"Black No. 1 (Little Miss Scare -All)","Bloody Kisses (Top Shelf Edition)","Type O Negative",1994-05-10,675653,62,true,316ds5hibyn3gvdiaeoukbfd7one,2025-09-17T05:38:22Z,"gothic metal,rock gotico,doom metal","Roadrunner Records",0.348,0.7,4,-8.885,1,0.0611,0.0397,0.00228,0.106,0.416,93.614,4
spotify:track:4rJZeYt6ArHcnPova0Hgtw,"Crystal Ball","Volevo Magia","Verdena",2022-09-23,174026,24,false,bob_varney,2025-09-15T17:07:21Z,"","Universal Music Italia srL.",0.545,0.884,11,-6.015,0,0.038,0.00282,0.643,0.335,0.761,107.987,5
spotify:track:5w9upngVRHNjdZcRC7Xxr2,"Delilah (pull me out of this)","Actual Life 3 (January 1 - September 9 2022)","Fred again..;Delilah Montagu",2022-10-28,250702,71,false,mralecolo,2025-09-14T10:15:08Z,"stutter house,musica house","Atlantic Records UK",0.685,0.827,10,-7.745,1,0.224,0.138,0.00207,0.374,0.586,133.93,4
spotify:track:6NT76Qk0fQCjPZecFgMIl5,"Welcome To The Disco","Bae 5","Yung Bae;Macross 82-99",2019-06-28,195274,42,false,3172n4ykfida5xhdvoynxxppdkoa,2025-09-14T11:03:21Z,"vaporwave,city pop,nu disco","Future of Funk Records, LLC",0.699,0.693,6,-5.215,1,0.102,0.00137,0.801,0.265,0.716,128.028,4
spotify:track:2VP6E3tkWSbD2uHBioBDLp,"Paint It, Black","Paint It, Black","Ciara",2015-10-09,234146,53,false,316ds5hibyn3gvdiaeoukbfd7one,2025-09-17T05:39:53Z,"","Epic",0.626,0.615,8,-7.667,1,0.0898,0.189,0.000012,0.127,0.0795,123.048,4
spotify:track:741UUVE2kuITl0c6zuqqbO,"Barbie World (with Aqua) [From Barbie The Album]","Barbie World (with Aqua) [From Barbie The Album]","Nicki Minaj;Ice Spice;Aqua",2023-06-23,109750,69,true,15ap198hsn5e4balkq3gqjv3t,2025-09-14T09:55:56Z,"europop,eurodance","Atlantic Records",0.77,0.58,0,-8.393,1,0.247,0.519,0.000127,0.233,0.753,144.072,4
spotify:track:32wF3QsYzC41cuiNKkODZw,"Un Blu Sincero","Endkadenz, Vol.2","Verdena",2015-08-28,276400,20,false,mralecolo,2025-09-14T10:01:34Z,"","Universal Music Italia srL.",0.46,0.795,6,-7.837,0,0.0426,0.0361,0.432,0.322,0.521,129.598,4
spotify:track:4Tkj9L81NcKffRHi6L6bk1,"Green Valley","Conditions Of My Parole","Puscifer",2011,234826,46,false,bob_varney,2025-09-15T16:58:04Z,"industrial rock","BMG Rights Management (US) LLC",0.485,0.6,10,-6.805,0,0.067,0.663,0.0000433,0.273,0.0365,84.985,4
spotify:track:08mG3Y1vljYA6bvDt4Wqkj,"Back In Black","Back In Black","AC/DC",1980-07-25,255493,84,false,316ds5hibyn3gvdiaeoukbfd7one,2025-09-17T05:44:23Z,"rock,hard rock,rock classico,rock and roll","Columbia",0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,4
spotify:track:0QHEIqNKsMoOY5urbzN48u,"Made You Look","Takin' It Back","Meghan Trainor",2022-10-21,134256,75,false,15ap198hsn5e4balkq3gqjv3t,2025-09-14T09:56:21Z,"","Epic",0.834,0.522,10,-3.574,1,0.0703,0.34,0.00000159,0.0783,0.854,145.035,4
spotify:track:2706bJ1IBduQztEVAMKOST,"Comet","Comet","L I M",2016-04-08,261795,18,false,3172n4ykfida5xhdvoynxxppdkoa,2025-09-14T11:10:13Z,"","La Tempesta International",0.34,0.698,6,-9.706,0,0.135,0.207,0.791,0.666,0.392,180.003,3
spotify:track:0LiHWulNk5Vws57m9pvo9D,"Green Onions - 2022 Remaster","Green Onions (60th Anniversary Remaster)","Booker T. & the M.G.'s",1962-10-01,174282,39,false,bob_varney,2025-09-15T17:32:17Z,"","Rhino Atlantic",0.814,0.481,10,-10.76,1,0.0319,0.798,0.865,0.0961,0.893,134.815,4
spotify:track:3mwvKOyMmG77zZRunnxp9E,"Buddy Holly","Weezer","Weezer",1994-05-10,159226,76,false,mralecolo,2025-09-14T10:20:43Z,"rock alternativo","DGC",0.556,0.92,8,-4.606,1,0.0367,0.00271,0.00021,0.117,0.771,121.138,4
spotify:track:1vYXt7VSjH9JIM5oRRo7vA,"Dance The Night - From Barbie The Album","Dance The Night (From Barbie The Album)","Dua Lipa",2023-05-25,176579,80,false,15ap198hsn5e4balkq3gqjv3t,2025-09-14T09:55:36Z,"pop","Atlantic Records",0.671,0.845,11,-4.93,0,0.048,0.0207,0,0.329,0.775,110.056,4
spotify:track:6Ufh0H4emPePwyjusICVKb,"Black Celebration","Black Celebration (Deluxe)","Depeche Mode",1986-03-17,296693,49,false,316ds5hibyn3gvdiaeoukbfd7one,2025-09-17T05:39:16Z,"new wave,synthpop,darkwave","Mute Records",0.503,0.69,2,-12.285,0,0.0339,0.0116,0.00186,0.169,0.121,153.874,4
spotify:track:7tqhbajSfrz2F7E1Z75ASX,"Ain't No Mountain High Enough","United","Marvin Gaye;Tammi Terrell",1967-08-29,151666,82,false,3172n4ykfida5xhdvoynxxppdkoa,2025-09-14T10:57:05Z,"motown,soul classico,soul,northern soul,quiet storm","UNI/MOTOWN",0.663,0.6,7,-10.87,1,0.032,0.43,0,0.184,0.797,129.987,4
